"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 15:22:07 BDT 2024","Wed Jun 12 15:22:11 BDT 2024","4398","","GLS Single Domestic Insurance","","",""," Label print and Download Done Domestic Shipment Insurance",""
"passed","Wed Jun 12 15:24:31 BDT 2024","Wed Jun 12 15:24:38 BDT 2024","6934","","Purolator Single Domestic Insurance","","","","""before all"" hook for Purolator Single Domestic Insurance",""
"broken","Wed Jun 12 15:12:57 BDT 2024","Wed Jun 12 15:14:37 BDT 2024","100044","","Purolator Domestic Shipment Residential","","","","From Select Purolator Domestic Shipment Residential",""
"passed","Wed Jun 12 15:31:27 BDT 2024","Wed Jun 12 15:31:51 BDT 2024","24163","","Loomis API Single Domestic Signature","","","","Destination Address Loomis API Single Domestic Signature",""
"passed","Wed Jun 12 15:18:22 BDT 2024","Wed Jun 12 15:18:40 BDT 2024","17778","","Canadapost Single Domestic Insurance","","","","Lets Build Your Shipment Canadapost Single Domestic Insurance",""
"passed","Wed Jun 12 15:03:57 BDT 2024","Wed Jun 12 15:04:01 BDT 2024","4528","","Purolator Courier Label Purchase Single Domestic","","","","Review & Confirm Purolator Single Domestic",""
"passed","Wed Jun 12 14:56:02 BDT 2024","Wed Jun 12 14:56:59 BDT 2024","56680","","Canadapost Xpresspost Courier Single Domestic","","","","From Select Canadapost Single Domestic",""
"passed","Wed Jun 12 15:48:35 BDT 2024","Wed Jun 12 15:48:51 BDT 2024","15425","","International Multi Package","","","","Lets Build Your Commercial Invoice International Multi Package",""
"broken","Wed Jun 12 15:54:27 BDT 2024","Wed Jun 12 15:54:32 BDT 2024","4758","","Quick Quote Domestic shipment Two","","","","Quick Quote Lets your Build Shipment for Domestic shipment two",""
"passed","Wed Jun 12 15:36:01 BDT 2024","Wed Jun 12 15:36:08 BDT 2024","7429","","GLS Multi-Package Domestic","","","","""before all"" hook for GLS Multi-Package Domestic",""
"passed","Wed Jun 12 15:20:07 BDT 2024","Wed Jun 12 15:20:15 BDT 2024","7459","","GLS Single Domestic Insurance","","","","""before all"" hook for GLS Single Domestic Insurance",""
"passed","Wed Jun 12 15:19:29 BDT 2024","Wed Jun 12 15:19:33 BDT 2024","3438","","Canadapost Single Domestic Insurance","","","","Review & Confirm Canadapost Single Domestic Insurance",""
"passed","Wed Jun 12 15:33:00 BDT 2024","Wed Jun 12 15:33:03 BDT 2024","3555","","Loomis API Single Domestic Signature","","","","Review & Confirm Loomis Single Domestic Signature",""
"passed","Wed Jun 12 15:51:36 BDT 2024","Wed Jun 12 15:51:36 BDT 2024","151","","Quick Quote Domestic Shipment One","","","","Quick Quote Lets your Build Shipment Domestic Shipment",""
"passed","Wed Jun 12 15:09:34 BDT 2024","Wed Jun 12 15:09:38 BDT 2024","4377","","GLS Domestic Shipment Residential","","",""," Label print and Download Done Domestic Shipment Residential",""
"passed","Wed Jun 12 15:49:53 BDT 2024","Wed Jun 12 15:50:00 BDT 2024","7610","","Quick Quote Domestic Shipment One","","","","""before all"" hook for Quick Quote Domestic Shipment One",""
"passed","Wed Jun 12 15:12:09 BDT 2024","Wed Jun 12 15:12:44 BDT 2024","34853","","Purolator Domestic Shipment Residential","","","","Origin Destination Address Purolator Domestic Shipment Residential",""
"passed","Wed Jun 12 14:59:26 BDT 2024","Wed Jun 12 14:59:44 BDT 2024","17706","","GLS Courier Label Purchase Single Domestic","","","","Label Print & Download GLS Single Domestic",""
"passed","Wed Jun 12 15:40:10 BDT 2024","Wed Jun 12 15:40:16 BDT 2024","6739","","Purolator Multi-Package Domestic","","","","OPen the app",""
"passed","Wed Jun 12 15:47:59 BDT 2024","Wed Jun 12 15:48:06 BDT 2024","6897","","International Multi Package","","","","""before all"" hook for International Multi Package",""
"passed","Wed Jun 12 15:27:30 BDT 2024","Wed Jun 12 15:28:23 BDT 2024","52516","","Canadapost Single Domestic Signature","","","","From Select Canadapost Single Domestic Signature",""
"passed","Wed Jun 12 16:05:06 BDT 2024","Wed Jun 12 16:05:10 BDT 2024","4326","","Quick Quote DHL","","",""," Label print and Download Done Quick Quote DHL",""
"passed","Wed Jun 12 15:37:30 BDT 2024","Wed Jun 12 15:37:34 BDT 2024","3481","","GLS Multi-Package Domestic","","","","Review & Confirm GLS Multi-Package Domestic",""
"broken","Wed Jun 12 16:02:03 BDT 2024","Wed Jun 12 16:03:34 BDT 2024","90311","","Quick Quote DHL","","","","Review & Confirm Quick Quote DHL Courier",""
"passed","Wed Jun 12 15:19:59 BDT 2024","Wed Jun 12 15:20:03 BDT 2024","4365","","Canadapost Single Domestic Insurance","","",""," Label print and Download Done Domestic Shipment Insurance",""
"passed","Wed Jun 12 15:51:36 BDT 2024","Wed Jun 12 15:52:32 BDT 2024","55964","","Quick Quote Domestic Shipment One","","","","Quick Quote From Select Domestic Shipment Courier",""
"passed","Wed Jun 12 15:35:21 BDT 2024","Wed Jun 12 15:35:51 BDT 2024","30361","","Purolator Single Domestic Signature","","","","Label Print & Download Purolator Single Domestic Signature",""
"passed","Wed Jun 12 15:49:43 BDT 2024","Wed Jun 12 15:49:48 BDT 2024","4465","","International Multi Package","","",""," Label print and Download Done International Multi Package",""
"passed","Wed Jun 12 15:38:41 BDT 2024","Wed Jun 12 15:39:32 BDT 2024","51120","","Loomis API Multi-Package Domestic","","","","From Select Loomis API Multi-Package Domestic",""
"passed","Wed Jun 12 15:44:29 BDT 2024","Wed Jun 12 15:44:36 BDT 2024","7134","","International Single Document","","","","""before all"" hook for International Single Document",""
"passed","Wed Jun 12 15:24:02 BDT 2024","Wed Jun 12 15:24:22 BDT 2024","20780","","Loomis API Single Domestic Insurance","","","","Label Print & Download Loomis Single Domestic Insurance",""
"passed","Wed Jun 12 15:08:06 BDT 2024","Wed Jun 12 15:08:17 BDT 2024","10550","","GLS Domestic Shipment Residential","","","","Lets Build Your Shipment GLS Domestic Shipment Residential",""
"passed","Wed Jun 12 15:47:50 BDT 2024","Wed Jun 12 15:47:54 BDT 2024","4442","","International Insurance Default","","",""," Label print and Download Done International Insurance Default",""
"passed","Wed Jun 12 15:16:07 BDT 2024","Wed Jun 12 15:16:12 BDT 2024","5022","","Purolator Domestic Shipment Residential","","","","Label Print & Download Purolator Domestic Shipment Residential",""
"passed","Wed Jun 12 15:07:33 BDT 2024","Wed Jun 12 15:08:06 BDT 2024","32756","","GLS Domestic Shipment Residential","","","","Origin Destination Address GLS Domestic Shipment Residential",""
"passed","Wed Jun 12 15:26:04 BDT 2024","Wed Jun 12 15:26:08 BDT 2024","3930","","Purolator Single Domestic Insurance","","","","Review & Confirm Purolator  Single Domestic Insurance",""
"passed","Wed Jun 12 15:40:01 BDT 2024","Wed Jun 12 15:40:05 BDT 2024","4390","","Loomis API Multi-Package Domestic","","",""," Label print and Download Done Loomis API Domestic Shipment Multi-Package",""
"passed","Wed Jun 12 15:34:23 BDT 2024","Wed Jun 12 15:35:18 BDT 2024","55215","","Purolator Single Domestic Signature","","","","From Select Purolator Single Domestic Signature",""
"passed","Wed Jun 12 15:53:10 BDT 2024","Wed Jun 12 15:54:15 BDT 2024","64699","","Quick Quote Domestic shipment Two","","","","Quick Quote Origin Destination postal code province country address for Domestic shipment two",""
"passed","Wed Jun 12 15:36:43 BDT 2024","Wed Jun 12 15:37:30 BDT 2024","47144","","GLS Multi-Package Domestic","","","","From Select GLS Multi-Package Domestic",""
"passed","Wed Jun 12 16:00:16 BDT 2024","Wed Jun 12 16:00:24 BDT 2024","7707","","Quick Quote DHL","","","","Quick Quote Origin  address DHL",""
"passed","Wed Jun 12 15:04:51 BDT 2024","Wed Jun 12 15:05:26 BDT 2024","35149","","Canadapost Single Domestic Residential","","","","Origin Destination Address Canadapost Domestic Shipment Residential",""
"passed","Wed Jun 12 15:46:57 BDT 2024","Wed Jun 12 15:47:30 BDT 2024","32565","","International Insurance Default","","","","Select DHL courier",""
"passed","Wed Jun 12 15:12:02 BDT 2024","Wed Jun 12 15:12:09 BDT 2024","7412","","Purolator Domestic Shipment Residential","","","","""before all"" hook for Purolator Domestic Shipment Residential",""
"passed","Wed Jun 12 15:31:11 BDT 2024","Wed Jun 12 15:31:15 BDT 2024","4376","","GLS Single Domestic Signature","","",""," Label print and Download Done Domestic Shipment signature",""
"passed","Wed Jun 12 15:22:23 BDT 2024","Wed Jun 12 15:22:47 BDT 2024","24053","","Loomis API Single Domestic Insurance","","","","Destination Address Loomis API Single Domestic Insurance",""
"passed","Wed Jun 12 15:09:15 BDT 2024","Wed Jun 12 15:09:18 BDT 2024","3491","","GLS Domestic Shipment Residential","","","","Review & Confirm GLS Domestic Shipment Residential",""
"passed","Wed Jun 12 15:06:33 BDT 2024","Wed Jun 12 15:06:38 BDT 2024","5534","","Canadapost Single Domestic Residential","","","","Review & Confirm Canadapost Domestic Shipment Residential",""
"broken","Wed Jun 12 15:14:37 BDT 2024","Wed Jun 12 15:16:07 BDT 2024","90471","","Purolator Domestic Shipment Residential","","","","Review & Confirm Purolator Xpresspost",""
"passed","Wed Jun 12 15:05:26 BDT 2024","Wed Jun 12 15:05:44 BDT 2024","17347","","Canadapost Single Domestic Residential","","","","Lets Build Your Shipment Canadapost Domestic Shipment Residential",""
"passed","Wed Jun 12 15:42:39 BDT 2024","Wed Jun 12 15:43:09 BDT 2024","29900","","International Single Parcel","","","","Destination Address International Single Parcel",""
